Key,ar,en,es,pt,pt_br,fr,de,ru,zh,hi
Q_58,في التشكيلة الأساسية لفريق ليفربول يوجد 3 لاعبين يحملون الجنسية الألمانية,3 German players in Liverpool's starting line-up.,En el once inicial del Liverpool hay 3 jugadores que ostentan la nacionalidad alemana,,No time titular do Liverpool há 3 jogadores de nacionalidade alemã,"Dans le onze de départ de Liverpool, il y a 3 joueurs de nationalité allemande.",In der Startelf von Liverpool stehen drei Spieler mit deutscher Staatsangehörigkeit,В стартовом составе «Ливерпуля» трое игроков имеют немецкое гражданство.,利物浦首发阵容中有3名德国国籍球员,"लिवरपूल की शुरुआती लाइनअप में, 3 खिलाड़ी हैं जो जर्मन राष्ट्रीयता रखते हैं"
Q_59,في خط هجوم ليفربول يوجد لاعب يحمل الجنسية الهولندية,In Liverpool's attacking line there is a player with Dutch nationality.,En la línea de ataque del Liverpool hay un jugador de nacionalidad holandesa,,Na linha de ataque do Liverpool há um jogador de nacionalidade holandesa,"Dans la ligne offensive de Liverpool, il y a un joueur de nationalité néerlandaise",In der Angriffsreihe von Liverpool steht ein Spieler mit niederländischer Nationalität,В линии атаки «Ливерпуля» появился игрок голландского гражданства,利物浦攻击线上有一名荷兰籍球员,लिवरपूल की आक्रमण पंक्ति में डच राष्ट्रीयता वाला एक खिलाड़ी है
Q_60,حارس فريق ليفربول يحمل الجنسية البرازيلية,Liverpool goalkeeper holds Brazilian nationality,El portero del Liverpool tiene la nacionalidad brasileña,,O goleiro do Liverpool tem nacionalidade brasileira,Le gardien de Liverpool possède la nationalité brésilienne,Der Torhüter von Liverpool besitzt die brasilianische Staatsangehörigkeit,Вратарь «Ливерпуля» имеет бразильское гражданство.,利物浦门将拥有巴西国籍,लिवरपूल के गोलकीपर के पास ब्राज़ीलियाई राष्ट्रीयता है
Q_61,مدرب فريق ليفربول يحمل الجنسية الألمانية,Liverpool coach holds German nationality,El entrenador del Liverpool tiene ciudadanía alemana,,O técnico do Liverpool tem cidadania alemã,L'entraîneur de l'équipe de Liverpool possède la nationalité allemande,Der Trainer der Liverpooler Mannschaft besitzt die deutsche Staatsbürgerschaft,Тренер «Ливерпуля» имеет немецкое гражданство,利物浦队主帅拥有德国国籍,लिवरपूल टीम के कोच के पास जर्मन नागरिकता है
Q_62,لا يوجد أي لاعب فوق سن الثلاثين في فريق ليفربول,There is no player over the age of 30 in the Liverpool squad.,No hay jugadores mayores de 30 años en el Liverpool,,Não há jogadores com mais de 30 anos no time do Liverpool,Il n'y a aucun joueur de plus de 30 ans dans l'équipe de Liverpool,Im Liverpooler Team gibt es keine Spieler über 30,В команде «Ливерпуля» нет игроков старше 30 лет.,利物浦队内没有30岁以上的球员,लिवरपूल टीम में 30 वर्ष से अधिक उम्र का कोई भी खिलाड़ी नहीं है
Q_63,في التشكيلة الرئيسية لفريق ليفربول لاعب تحت 18 عام,Liverpool's under -18s starting line-up,"En la alineación principal del Liverpool, un jugador sub- 18",,"Na escalação principal do Liverpool, um jogador sub- 18","Dans l'équipe principale de Liverpool, un joueur de moins de 18 ans",In der Hauptaufstellung von Liverpool ein U18 - Spieler,В основном составе «Ливерпуля» игрок до 18 лет,利物浦主力阵容中，一名18岁以下球员,"लिवरपूल के मुख्य लाइनअप में, एक अंडर -18 खिलाड़ी"
Q_64,يلعب فريق ليفربول هذا الموسم في دوري أبطال أوروبا,Liverpool are playing in the Champions League this season.,Esta temporada el Liverpool juega la liga de Campeones.,,"Nesta temporada, o Liverpool está jogando na Liga dos Campeões","Cette saison, Liverpool joue la Ligue des Champions",In dieser Saison spielt Liverpool in der Champions League,В этом сезоне «Ливерпуль» играет в Лиге чемпионов.,本赛季，利物浦参加欧冠联赛,इस सीज़न में लिवरपूल चैंपियंस लीग में खेल रहा है
Q_65,يلعب فريق ليفربول هذا الموسم في الدوري الأوروبي,Liverpool are playing in the Europa League this season.,Esta temporada el Liverpool juega en la Liga Europea,,"Nesta temporada, o Liverpool está jogando na Liga Europeia","Cette saison, Liverpool évolue en Ligue européenne",In dieser Saison spielt Liverpool in der European League,В этом сезоне «Ливерпуль» играет в Лиге Европы.,本赛季，利物浦征战欧洲联赛,इस सीजन में लिवरपूल यूरोपियन लीग में खेल रहा है
Q_66,يلعب فريق ليفربول هذا الموسم في دوري المؤتمرات,Liverpool play in the Conference League this season.,Esta temporada el Liverpool juega en la Conference League.,,"Nesta temporada, o Liverpool está jogando na Conference League","Cette saison, Liverpool évolue en Conference League",In dieser Saison spielt Liverpool in der Conference League,В этом сезоне «Ливерпуль» играет в Конференц-лиге.,本赛季，利物浦征战西甲联赛,इस सीज़न में लिवरपूल कॉन्फ्रेंस लीग में खेल रहा है
Q_67,لم يلعب أي لاعب من التشكيلة الحالية لليفربول كأس العالم,No player from the current Liverpool squad has played in a World Cup.,Ningún jugador de la actual plantilla del Liverpool ha disputado el Mundial,,Nenhum jogador da atual seleção do Liverpool disputou a Copa do Mundo,Aucun joueur de l'équipe actuelle de Liverpool n'a disputé la Coupe du monde,Kein Spieler aus Liverpools aktuellem Kader hat an der Weltmeisterschaft teilgenommen,Ни один игрок из нынешнего состава «Ливерпуля» не играл на чемпионате мира.,利物浦目前阵容中没有球员参加过世界杯,लिवरपूल की मौजूदा टीम का कोई भी खिलाड़ी विश्व कप में नहीं खेला है
Q_68,لعب أحد لاعبي التشكيلة الحالية لليفربول كأس العالم,One of the current Liverpool squad players played in the World Cup.,Uno de los jugadores de la actual plantilla del Liverpool disputó el Mundial,,Um dos jogadores da atual seleção do Liverpool disputou a Copa do Mundo,L'un des joueurs de l'équipe actuelle de Liverpool a disputé la Coupe du monde,Einer der Spieler aus Liverpools aktuellem Kader hat an der Weltmeisterschaft teilgenommen,Один из игроков нынешнего состава «Ливерпуля» играл на чемпионате мира,利物浦现役球员之一参加过世界杯,लिवरपूल की वर्तमान टीम के खिलाड़ियों में से एक ने विश्व कप खेला
